Usuario,Quantidade_Retweets,Quantidade_Likes,Quantidade_Publicacoes,Maior_N_Retweets,Maior_N_Likes,Seguidores,Amigos,Verificado,RN,LN,MACRO,Personalidade
flyingbtsarmy,213,552,1,213,552,11398,133,False,213.0,552.0,,
TeletubbiesHQ,11798,52080,1,11798,52080,70004,237,True,11798.0,52080.0,,
Hugh_Son,444,1199,2,142,335,8496,997,True,222.0,599.5,,
dentcoin,3554,10061,4,730,2217,130318,3091,False,888.5,2515.25,,
Bang_Garr,37097,24328,8,1068,1008,296855,310,False,4637.125,3041.0,NT,INTP
heyjenbartel,450,1554,1,450,1554,215197,1843,False,450.0,1554.0,,
JohnStossel,445,1173,1,445,1173,989016,245,True,445.0,1173.0,,
Coinicarus,186,855,1,186,855,9650,1236,False,186.0,855.0,,
chadsgx,1914,16993,3,637,8547,31307,1265,False,638.0,5664.333333333333,,
ashwsbreal,183494,213377,110,418,1001,438273,170,True,1668.1272727272728,1939.790909090909,SP,ISTP
milyonerzihin,2771,4069,3,996,1572,214175,1892,False,923.6666666666666,1356.3333333333333,,
lelibertee,1370,690,2,714,380,24876,766,False,685.0,345.0,,
TakaSNSmarke,228,193,1,228,193,6455,6056,False,228.0,193.0,,
verge,2060,6569,5,849,2609,2974559,181,True,412.0,1313.8,SP,ESFP
annairrera,176,524,1,176,524,31938,4502,True,176.0,524.0,,
BTCAaron,457,3887,1,457,3887,4655,1532,False,457.0,3887.0,,
Blockworks_,27518,144648,63,332,1761,299277,4991,True,436.7936507936508,2296.0,NT,INTJ
purengom,247,86,1,247,86,4195,3593,False,247.0,86.0,,
OgbeniDipo,427,2933,2,220,2122,1126207,2506,True,213.5,1466.5,,
taylanyildiz,1971,27835,3,200,2121,278143,2173,True,657.0,9278.333333333334,,
Forbes,3976,15787,9,599,2210,17751654,5137,True,441.77777777777777,1754.111111111111,NF,INFJ
MustaphaOlatu19,475,1037,1,475,1037,1757,104,False,475.0,1037.0,,
ChrisJBakke,389,5821,2,147,2164,71849,190,False,194.5,2910.5,,
MemesZil,4563,3038,13,317,199,15302,426,False,351.0,233.69230769230768,SP,ISTP
RealJohnDough,565,4253,1,565,4253,116971,2093,True,565.0,4253.0,,
bitcoinmom,434,4961,2,213,1596,33946,3482,False,217.0,2480.5,,
CryptOrenda,660,585,1,660,585,927,475,False,660.0,585.0,,
BullishHem,222,3303,1,222,3303,6160,5499,False,222.0,3303.0,,
EdanYago,239,623,1,239,623,17030,1501,False,239.0,623.0,,
mazi_manulu,176,1107,1,176,1107,4908,4948,False,176.0,1107.0,,
wallstwolverine,1927,5324,5,314,2521,205614,438,False,385.4,1064.8,NT,INTJ
Mojoaf,126,426,1,126,426,6466,639,False,126.0,426.0,,
neilhimself,152,3467,1,152,3467,2899726,1001,True,152.0,3467.0,,
fakedannydevito,356,5352,1,356,5352,9043,228,False,356.0,5352.0,,
nanutria,529,4429,2,302,2029,280818,186,True,264.5,2214.5,,
yazarmuratakan,257,1217,1,257,1217,238524,600,False,257.0,1217.0,,
hvgoenka,3099,15560,2,2683,11162,1711018,99,True,1549.5,7780.0,,
CynthiaMLummis,5794,38374,9,515,4085,84017,480,True,643.7777777777778,4263.777777777777,NF,INFP
Pladizow,511,2495,2,232,1006,25543,606,False,255.5,1247.5,,
mcuban,3678,30026,5,1912,12260,8646191,1998,True,735.6,6005.2,SP,ESFP
Chemicalboyy,217,229,3,78,84,33908,7625,False,72.33333333333333,76.33333333333333,,
web,208,1739,1,208,1739,81293,1046,True,208.0,1739.0,,
kevinolearytv,333,1910,1,333,1910,884496,1207,True,333.0,1910.0,,
jemimajoanna,134,748,1,134,748,17228,1991,True,134.0,748.0,,
draecomino,617,5993,1,617,5993,94978,1571,False,617.0,5993.0,,
ChainLinkGod,1553,10557,6,180,768,138013,2277,False,258.8333333333333,1759.5,SJ,ISTJ
ManySwap,1303,1358,1,1303,1358,10918,248,False,1303.0,1358.0,,
wsbmod,882,8249,2,590,4773,820130,400,False,441.0,4124.5,,
TagadoBTC,2736,1412,3,915,396,114079,102,False,912.0,470.6666666666667,,
CryptoDavid_,262,805,1,262,805,11564,1389,False,262.0,805.0,,
MusaNV18,192,602,1,192,602,92706,2630,False,192.0,602.0,,
CryptoWizardd,1451,5227,2,1039,3826,386415,1369,False,725.5,2613.5,,
yulesa,714,2698,1,714,2698,2916,551,False,714.0,2698.0,,
brian_armstrong,3095,19847,2,2668,16629,1053893,640,True,1547.5,9923.5,,
Joe_Saz,2506,2964,2,2310,1334,13130,603,False,1253.0,1482.0,,
LuckyLukeCrypto,751,702,1,751,702,3206,331,False,751.0,702.0,,
shakepay,964,1714,2,564,1354,22503,440,True,482.0,857.0,,
airdropinspect,789859,811267,85,5004,4898,1457361,20,False,9292.458823529412,9544.317647058824,NF,INFJ
cryptovenizo,31560,15977,29,2335,1204,151024,1544,False,1088.2758620689656,550.9310344827586,NT,INTP
EconomistaFlait,157,530,1,157,530,122077,1336,False,157.0,530.0,,
shl,567,6076,2,178,2619,281933,36,True,283.5,3038.0,,
JaymeKnyx,232,580,1,232,580,1886,880,False,232.0,580.0,,
cnni,662,1603,1,662,1603,13661932,369,True,662.0,1603.0,,
launchzoneann,3794,4949,10,318,557,300666,621,False,379.4,494.9,NF,ENFP
Baklava_Mami,258,944,1,258,944,1546,866,False,258.0,944.0,,
MackAttackXRP,665,2124,2,428,1441,58148,1355,False,332.5,1062.0,,
argueta____,406,1617,1,406,1617,207,714,False,406.0,1617.0,,
Crypto_Mags,425,7188,2,255,5096,19165,1470,False,212.5,3594.0,,
UncleRickT,1403,762,2,534,294,25745,622,False,701.5,381.0,,
PeterDiamandis,1627,13261,2,831,9173,171211,1436,True,813.5,6630.5,,
randymeeks,173,394,1,173,394,11074,1024,False,173.0,394.0,,
TimmerFidelity,1491,6449,3,909,3625,106359,720,True,497.0,2149.6666666666665,,
Replit,177,933,1,177,933,45388,1075,True,177.0,933.0,,
xagreat,172,395,1,172,395,13832,8574,False,172.0,395.0,,
thebitcoinrabbi,1343,5086,2,276,1422,22583,1755,False,671.5,2543.0,,
GamerSupps,1801,1110,1,1801,1110,160794,429,False,1801.0,1110.0,,
AirdropStario,274594,263656,36,8222,7120,1330637,0,False,7627.611111111111,7323.777777777777,NF,INFJ
chakaneld,611,1946,1,611,1946,2506,597,False,611.0,1946.0,,
DavosCryptos,1054,920,2,460,384,28374,6690,False,527.0,460.0,,
ZevShalev,462,835,2,164,277,59232,6688,False,231.0,417.5,,
MrHodl,422,4108,2,200,1884,46417,2701,False,211.0,2054.0,,
PKuipersMunneke,150,279,1,150,279,47321,588,False,150.0,279.0,,
MrFreshTime,287,967,1,287,967,48089,2942,False,287.0,967.0,,
LilyKnightShow,3550,18345,3,392,2314,18732,38,False,1183.3333333333333,6115.0,,
jimcramer,4344,32249,2,4112,29867,1826570,675,True,2172.0,16124.5,,
rah04444,123,106,1,123,106,20835,13648,False,123.0,106.0,,
BTCMinstrel,145,620,1,145,620,2487,736,False,145.0,620.0,,
mleonardi247,471,3545,2,266,2140,356,256,False,235.5,1772.5,,
JunkoSu22993224,2583,5356,5,543,1064,24738,5232,False,516.6,1071.2,NF,ENFP
SeniormanOA,297,1399,2,157,881,501157,3771,False,148.5,699.5,,
BookofNick,369,1349,1,369,1349,1969,691,False,369.0,1349.0,,
Liat_RO,1548,8483,1,1548,8483,4824,2893,False,1548.0,8483.0,,
ByzGeneral,3745,14071,3,2720,10206,121646,331,False,1248.3333333333333,4690.333333333333,,
beeple,3837,31439,2,1147,8487,640744,663,True,1918.5,15719.5,,
BitcoinMaxiHodl,519,7710,1,519,7710,3079,1139,False,519.0,7710.0,,
_morapr,271,2397,1,271,2397,288297,172,False,271.0,2397.0,,
DocumentEther,1383,6511,3,310,1517,52795,757,False,461.0,2170.3333333333335,,
JohnPompliano,331,2281,1,331,2281,68138,516,False,331.0,2281.0,,
newscientist,170,288,1,170,288,4131389,256,True,170.0,288.0,,
808TA_,4342,3669,1,4342,3669,67600,639,False,4342.0,3669.0,,
DigitalDoji,457,595,1,457,595,3064,1437,False,457.0,595.0,,
catgraffam,1236,6963,1,1236,6963,40310,1012,True,1236.0,6963.0,,
steve_hanke,5253,16927,19,192,1572,461757,6792,True,276.4736842105263,890.8947368421053,NF,ENFP
Edopikin75,253,930,1,253,930,2110,1693,False,253.0,930.0,,
Investingcom,2720,11019,10,206,732,750161,322,True,272.0,1101.9,NF,INFJ
LockedInTeam,541,260,1,541,260,47568,83,False,541.0,260.0,,
OrdinaryGamers,1144,28505,2,381,13610,636479,708,True,572.0,14252.5,,
Luchap2BTC,428,2668,1,428,2668,21637,432,False,428.0,2668.0,,
AirdropDet,517713,503674,37,22443,18268,1384740,3,False,13992.243243243243,13612.81081081081,NF,INFJ
JeffyMeyer,265,1515,1,265,1515,1518,1643,False,265.0,1515.0,,
WIZARDTOSHI,297,3590,1,297,3590,1940,488,False,297.0,3590.0,,
TxGamerChick,607,366,1,607,366,48046,6760,False,607.0,366.0,,
spence_btc,225,1138,1,225,1138,227,386,False,225.0,1138.0,,
IoniAppelberg,286,3044,1,286,3044,4144,245,False,286.0,3044.0,,
JohnEDeaton1,11482,44691,23,314,2719,194396,1339,False,499.2173913043478,1943.0869565217392,NT,INTP
KopeFinance,702,869,1,702,869,26463,4,False,702.0,869.0,,
ArbitrageOps,447,538,1,447,538,15786,217,False,447.0,538.0,,
jaygould,2999,20316,8,222,1564,85677,629,True,374.875,2539.5,NF,INFJ
bstategames,386,2677,1,386,2677,464044,790,True,386.0,2677.0,,
wikileaks,571,1491,2,279,677,5599618,7451,True,285.5,745.5,,
CryptoQueen7777,811,770,2,221,224,37872,866,False,405.5,385.0,,
DickTra52041861,493,179,1,493,179,2511,838,False,493.0,179.0,,
onedracokeem,161,217,1,161,217,8500,7927,False,161.0,217.0,,
BitBitCrypto,185,1954,1,185,1954,117318,1038,False,185.0,1954.0,,
ryadam_,156,1045,1,156,1045,771,755,False,156.0,1045.0,,
kashthefuturist,201,345,1,201,345,77212,58761,False,201.0,345.0,,
macaronswap,3210,3430,1,3210,3430,37329,211,False,3210.0,3430.0,,
nixonfoundation,1022,2687,1,1022,2687,13897,2718,True,1022.0,2687.0,,
Independent,1803,8080,5,174,917,3697023,399,True,360.6,1616.0,NF,ENFP
VforVechain,662,573,1,662,573,3169,430,False,662.0,573.0,,
poli_1312,453,1594,1,453,1594,4392,341,False,453.0,1594.0,,
eketiette,125,33,1,125,33,32073,569,False,125.0,33.0,,
dumbricardo,256,1971,1,256,1971,300114,9,False,256.0,1971.0,,
Jayecane,7613,8795,23,242,183,312129,12049,True,331.0,382.39130434782606,NT,INTP
s_alderoty,589,2248,1,589,2248,68395,287,True,589.0,2248.0,,
cryptoWZRD_,279,1061,1,279,1061,108365,145,True,279.0,1061.0,,
sentosumosaba,1422,6879,4,684,3696,194035,1670,False,355.5,1719.75,NT,INTJ
robxrp1,707,2482,2,435,1516,50440,409,False,353.5,1241.0,,
bycoinhunter,8031,7350,6,1475,2282,305711,214,False,1338.5,1225.0,SJ,ISFJ
_Mbalivalentine,119,104,1,119,104,10737,7758,False,119.0,104.0,,
greg16676935420,4934,64562,8,380,7408,256394,497,False,616.75,8070.25,NF,ENFP
adam_tooze,556,1183,1,556,1183,168481,7430,False,556.0,1183.0,,
jackiefriman_,270,701,1,270,701,22741,396,False,270.0,701.0,,
iamdevloper,174,795,1,174,795,445592,0,False,174.0,795.0,,
adon_network,313,265,1,313,265,9967,758,False,313.0,265.0,,
Tebogo_Pta_,1339,4763,1,1339,4763,29722,22925,False,1339.0,4763.0,,
UTRUST,302,1115,1,302,1115,105410,278,True,302.0,1115.0,,
nekadmorello,600,1631,1,600,1631,10541,8929,False,600.0,1631.0,,
kyle_chasse,356,2852,1,356,2852,69618,2309,True,356.0,2852.0,,
MrColionNoir,325,2562,1,325,2562,235050,899,False,325.0,2562.0,,
_MattHill_,195,1392,1,195,1392,2809,323,False,195.0,1392.0,,
lacrymmosa,1110,36159,2,743,25242,17361,460,False,555.0,18079.5,,
MrRomyRome,409,13792,1,409,13792,8913,5944,False,409.0,13792.0,,
zariat,294,3150,1,294,3150,4798,2060,False,294.0,3150.0,,
RavindraGautam_,392,516,1,392,516,77008,302,True,392.0,516.0,,
watchingstar92,9212,4192,1,9212,4192,304044,438,False,9212.0,4192.0,,
austerity_sucks,415,1601,1,415,1601,12287,660,False,415.0,1601.0,,
CryptoUB,453,7851,1,453,7851,49491,328,False,453.0,7851.0,,
dedikodubjk,234,4716,1,234,4716,82233,319,False,234.0,4716.0,,
CryptoRank_io,3063,9563,6,307,1186,180260,553,False,510.5,1593.8333333333333,NF,INFJ
ifriend05,359,2496,1,359,2496,6086,1885,False,359.0,2496.0,,
BitMartExchange,1720,4511,1,1720,4511,426012,333,True,1720.0,4511.0,,
ramit,386,6653,1,386,6653,214330,561,True,386.0,6653.0,,
Mrbankstips,635,1511,3,146,404,184012,2789,False,211.66666666666666,503.6666666666667,,
kolpacinofacts,346,13444,1,346,13444,94989,1,False,346.0,13444.0,,
CryptoHodlhodl,716,286,1,716,286,92209,3813,False,716.0,286.0,,
CHAIRFORCE_BTC,863,5953,3,201,1594,10625,1497,False,287.6666666666667,1984.3333333333333,,
himantabiswa,704,4265,2,113,329,1520983,113,True,352.0,2132.5,,
Quophieparadise,108,264,1,108,264,7500,1109,False,108.0,264.0,,
bitcoinclubmt,1113,6690,1,1113,6690,2148,1241,False,1113.0,6690.0,,
XRPcryptowolf,1034,3887,3,228,1227,287258,2407,False,344.6666666666667,1295.6666666666667,,
intocryptoverse,7439,99850,21,296,3048,623346,167,False,354.23809523809524,4754.761904761905,NF,ENFP
BitMEX,171,893,1,171,893,143830,80,True,171.0,893.0,,
BillyM2k,10591,64523,19,329,1598,1297039,420,True,557.421052631579,3395.9473684210525,SP,ISFP
culkin22,5981,48016,6,250,2565,23315,1217,True,996.8333333333334,8002.666666666667,NF,INFP
Geronimuslll,182,206,1,182,206,11633,9231,False,182.0,206.0,,
nikichain,951,5955,2,539,5472,90654,405,False,475.5,2977.5,,
RyanSAdams,1227,10467,5,351,4283,176402,2395,False,245.4,2093.4,SP,ISTP
NakamotoTsunami,319,1241,1,319,1241,217,121,False,319.0,1241.0,,
Crypto_dealer1,952,1046,9,111,126,2249,1709,False,105.77777777777777,116.22222222222223,NF,INFP
ShaneLunde,623,10603,2,293,2771,3088,1005,False,311.5,5301.5,,
AltCryptoGems,4749,3663,2,593,358,192753,522,False,2374.5,1831.5,,
leyawn,1575,17736,1,1575,17736,181481,991,False,1575.0,17736.0,,
jayberjay,218,1607,1,218,1607,3829,2269,False,218.0,1607.0,,
flglmn,242,2400,1,242,2400,6192,2277,False,242.0,2400.0,,
chowcollection,664,5125,2,423,3217,13747,13062,False,332.0,2562.5,,
GoldTelegraph_,601,2283,2,434,1731,136039,771,False,300.5,1141.5,,
FBIWFO,279,481,1,279,481,196084,126,True,279.0,481.0,,
filbfilb,248,1455,1,248,1455,86768,1126,False,248.0,1455.0,,
NUgarislucu,462,3538,2,284,2014,863876,220,False,231.0,1769.0,,
Crystamped,450,1686,1,450,1686,2819,4984,False,450.0,1686.0,,
FranckLeroy_,664,1324,2,429,931,856,305,False,332.0,662.0,,
cryptoxchris,1168,610,2,699,369,10978,119,False,584.0,305.0,,
alpacasw,470,4585,1,470,4585,6728,1094,False,470.0,4585.0,,
baylorlandry,3664,30462,10,267,3026,11231,4822,False,366.4,3046.2,,
NewYorker,186,346,1,186,346,9053793,402,True,186.0,346.0,,
rhinosoros,322,3679,1,322,3679,21463,382,False,322.0,3679.0,,
EpsilonTheory,310,1570,1,310,1570,129825,1766,True,310.0,1570.0,,
santiagoroel,889,4512,3,308,1240,93963,1521,False,296.3333333333333,1504.0,,
__nate__,558,2228,1,558,2228,1698,942,False,558.0,2228.0,,
memenist_,473,3710,1,473,3710,35401,310,False,473.0,3710.0,,
stevejang,282,1324,1,282,1324,39590,2704,True,282.0,1324.0,,
KimletGordon,301,2484,1,301,2484,152073,259,True,301.0,2484.0,,
reb0rn13,370,2000,1,370,2000,25297,442,False,370.0,2000.0,,
samliogluayseni,202,3120,1,202,3120,96553,1483,False,202.0,3120.0,,
milkteus,2267,3849,1,2267,3849,72994,28,False,2267.0,3849.0,,
LesliePicker,373,1155,1,373,1155,28754,2145,True,373.0,1155.0,,
TheCryptoCandy,278,2407,1,278,2407,115120,980,False,278.0,2407.0,,
jezhumble,205,432,1,205,432,55112,3641,True,205.0,432.0,,
WisdenIndia,2910,18315,1,2910,18315,868723,234,True,2910.0,18315.0,,
Mirchi9,623,3435,1,623,3435,40998,8,True,623.0,3435.0,,
CricCrazyJohns,1344,11634,2,362,3951,133825,438,True,672.0,5817.0,,
garyblack00,292,2977,1,292,2977,158932,99,True,292.0,2977.0,,
Eig_Banphot,4900,1293,5,573,290,63045,1299,False,980.0,258.6,NT,INTJ
DanielleMoinet,317,5122,1,317,5122,940448,289,True,317.0,5122.0,,
NorthmanTrader,1595,10606,5,249,1216,364703,80,True,319.0,2121.2,SP,ISTP
GraffitiKINGS,1459,1796,4,255,347,84269,16236,False,364.75,449.0,,
CryptoBoyNFT,283,395,1,283,395,19539,2609,False,283.0,395.0,,
NatureCrypto,238,119,1,238,119,6858,270,False,238.0,119.0,,
billmckibben,249,652,1,249,652,396244,1412,True,249.0,652.0,,
dharmesh,273,2038,1,273,2038,291397,702,True,273.0,2038.0,,
JoePompliano,8140,57846,10,1241,8460,377707,1445,True,814.0,5784.6,SP,ISFP
CNBCWEX,377,1488,1,377,1488,25169,861,True,377.0,1488.0,,
btcale,210,1544,1,210,1544,3088,4034,False,210.0,1544.0,,
safemoon,15255,54840,5,7174,24307,1395764,82,True,3051.0,10968.0,NF,INFJ
cryptokahin,2333,8477,2,1467,5105,194113,691,False,1166.5,4238.5,,
Hypafly1,626,1708,1,626,1708,3139,1254,False,626.0,1708.0,,
Sheldon_Sniper,1603,11373,2,1146,6700,388216,525,True,801.5,5686.5,,
MadDogecoins,430,2538,1,430,2538,8461,258,False,430.0,2538.0,,
edugaresp,295,589,1,295,589,82143,1946,True,295.0,589.0,,
bethanyhamilton,278,1720,1,278,1720,1378916,1622,False,278.0,1720.0,,
BitcoinBirch,551,4435,2,270,1917,73706,2715,True,275.5,2217.5,,
bricepromos,38200,15932,22,2833,1565,237921,1014,False,1736.3636363636363,724.1818181818181,NT,INTP
Theo_mwangi,128,488,1,128,488,45517,5629,False,128.0,488.0,,
dr_Q8i_,3260,3146,43,108,22,59122,65215,False,75.81395348837209,73.16279069767442,NT,INTJ
GregAbbott_TX,3729,16540,2,1018,5413,727040,2804,True,1864.5,8270.0,,
btc_FX,1463,1559,1,1463,1559,16417,187,False,1463.0,1559.0,,
TUnderground_,805,549,1,805,549,8738,72,False,805.0,549.0,,
mifixit,722,723,1,722,723,818,1224,False,722.0,723.0,,
Seetee_io,1222,10190,3,211,1932,16636,317,False,407.3333333333333,3396.6666666666665,,
zGuz,1201,4893,2,203,417,24826,4054,True,600.5,2446.5,,
DropoutDepot,230,1293,1,230,1293,10,15,False,230.0,1293.0,,
TheBitcoinConf,3693,23536,12,154,2709,141656,727,False,307.75,1961.3333333333333,NT,INTJ
clown_depot,865,2517,1,865,2517,28182,510,False,865.0,2517.0,,
LauncherNft,279,291,1,279,291,2233,200,False,279.0,291.0,,
btc_magazin,23596,117461,15,266,3263,229566,823,False,1573.0666666666666,7830.733333333334,NF,INFP
Axel_bitblaze69,1312,6675,2,883,6198,23259,421,False,656.0,3337.5,,
Nataliekitro,230,536,1,230,536,27917,1878,True,230.0,536.0,,
chemicalbrodar,152,878,1,152,878,330372,1364,False,152.0,878.0,,
ladymarketok,678,1439,2,348,939,49105,1857,False,339.0,719.5,,
RedPandaMining,570,297,1,570,297,23583,218,False,570.0,297.0,,
tokcem,706,2851,1,706,2851,501635,753,False,706.0,2851.0,,
SayarBilgi01,222,195,1,222,195,2913,715,False,222.0,195.0,,
Remmzor__,654,2031,1,654,2031,50642,8946,False,654.0,2031.0,,
emilio_vicent,506,178,1,506,178,3278,949,False,506.0,178.0,,
Dennis_Porter_,5302,41760,16,328,5877,90816,1915,False,331.375,2610.0,SP,ESTP
Dhruvbs,289,3696,1,289,3696,1482,927,False,289.0,3696.0,,
ayomiajiboye_,1068,1844,1,1068,1844,12035,7138,False,1068.0,1844.0,,
GalaxyCoin_Fi,2755,4542,1,2755,4542,8649,288,False,2755.0,4542.0,,
ZeroHedge_,2367,10063,5,426,274,90171,442,False,473.4,2012.6,NF,INFJ
SafeBull1,477,291,1,477,291,24464,11,False,477.0,291.0,,
berilinni,407,20693,1,407,20693,181,118,False,407.0,20693.0,,
cryptomanran,3591,31288,9,268,2591,602431,2890,True,399.0,3476.4444444444443,NF,INFP
billmaher,3592,15737,2,2972,10964,10987567,39,True,1796.0,7868.5,,
alejnwn,1297,28249,1,1297,28249,21348,301,False,1297.0,28249.0,,
DylanLeClair_,14374,95587,38,321,1090,156302,2339,False,378.2631578947368,2515.4473684210525,NF,INFJ
legadaodamassa,437,5833,1,437,5833,430095,1059,False,437.0,5833.0,,
BitcoinTech5,1141,4281,3,409,1395,59633,29,False,380.3333333333333,1427.0,,
ShibInformer,5035,15574,6,797,2532,505600,17,False,839.1666666666666,2595.6666666666665,NF,ENFP
ConsortiumZ_,455,300,1,455,300,8666,233,False,455.0,300.0,,
jonatack,116,415,1,116,415,4585,663,False,116.0,415.0,,
WuBlockchain,653,3530,2,349,2646,211328,472,False,326.5,1765.0,,
LuckyMahloane,238,233,2,131,126,144495,69379,False,119.0,116.5,,
PrimordialAA,236,4289,1,236,4289,26521,1837,False,236.0,4289.0,,
EdoEdikson,731,8650,1,731,8650,1241,1860,False,731.0,8650.0,,
JRNYcrypto,9899,68622,13,534,3599,818828,628,True,761.4615384615385,5278.615384615385,SP,ISTP
arcanebear,723,3812,1,723,3812,15444,38,False,723.0,3812.0,,
rinusveekay,818,9332,2,513,6285,29742,116,True,409.0,4666.0,,
MarkusTurm,165,1106,1,165,1106,4937,1329,False,165.0,1106.0,,
Pinboard,998,3196,2,769,2303,56536,397,False,499.0,1598.0,,
saquon,464,4037,1,464,4037,471032,511,True,464.0,4037.0,,
JessicaVaugn,1012,16142,4,240,4947,348554,3916,True,253.0,4035.5,NF,INFP
FractalEncrypt,444,2447,2,180,959,17689,2474,False,222.0,1223.5,,
JSCCapital,1071,5350,3,305,1655,40013,2176,False,357.0,1783.3333333333333,,
CoinPayU,2144,1356,2,1193,734,132815,101,False,1072.0,678.0,,
royzkingin,151,833,1,151,833,316110,14240,False,151.0,833.0,,
HODL_sworth,606,5148,1,606,5148,728,868,False,606.0,5148.0,,
pwittaya,30124,7515,4,9749,2138,78367,475,False,7531.0,1878.75,,
VICE_ID,235,957,1,235,957,485445,41,True,235.0,957.0,,
CroissantEth,195,1455,1,195,1455,98766,4269,False,195.0,1455.0,,
BeatinTheBookie,1308,543,5,329,115,29093,951,False,261.6,108.6,SP,ISTP
haydenzadams,160,1139,1,160,1139,217397,492,True,160.0,1139.0,,
adrianceitor_,283,7446,1,283,7446,32036,507,False,283.0,7446.0,,
Poloniex,754,3283,1,754,3283,479867,92,True,754.0,3283.0,,
Bitcoinsensus,419,1956,1,419,1956,94541,184,False,419.0,1956.0,,
DaanCrypto,2394,16159,5,396,1917,170300,589,False,478.8,3231.8,NF,INFP
Deyonte_btc_,685,2639,6,97,454,3546,4033,False,114.16666666666667,439.8333333333333,NT,INTP
Vizzy_rayven,129,339,1,129,339,35155,897,False,129.0,339.0,,
coingecko,4122,14392,8,661,2114,1359622,462,False,515.25,1799.0,SP,ISFP
crypto_bobby,386,7000,2,179,1931,68551,968,False,193.0,3500.0,,
janetmachuka_,235,609,1,235,609,153967,9534,True,235.0,609.0,,
phil_geiger,617,4564,3,210,2040,11421,1649,False,205.66666666666666,1521.3333333333333,,
VascainoOficial,152,752,1,152,752,19925,546,False,152.0,752.0,,
romanmartinezc,390,3603,2,219,1748,9624,959,False,195.0,1801.5,,
Sakebomb,202,912,1,202,912,1080,1269,False,202.0,912.0,,
QuidaxGlobal,1018,1102,1,1018,1102,23385,5,False,1018.0,1102.0,,
tomwarren,745,3662,1,745,3662,191776,1779,True,745.0,3662.0,,
ThaRealBello,64,71,1,64,71,24902,8022,False,64.0,71.0,,
im_chandresh,819,773,1,819,773,664,465,False,819.0,773.0,,
AbuHayaaa,94,17,1,94,17,15303,4,False,94.0,17.0,,
ObiWanKenoBit,2707,21208,4,642,4002,12882,499,False,676.75,5302.0,SJ,ISTJ
MotiveNFT,13370,5117,21,458,151,7814,5075,False,636.6666666666666,243.66666666666666,NF,INFJ
john_j_brown,210,2694,1,210,2694,63718,240,False,210.0,2694.0,,
nosleepjon,1359,5701,1,1359,5701,29037,1280,False,1359.0,5701.0,,
ProfDemirtas,2348,42577,2,2009,31225,3865618,967,True,1174.0,21288.5,,
BurencyOfficial,4781,8072,2,1303,898,46683,15,False,2390.5,4036.0,,
TheRealTahinis,1246,5738,4,322,1861,14719,1196,False,311.5,1434.5,,
handokotjung,2017,4838,3,870,2484,656692,824,True,672.3333333333334,1612.6666666666667,NF,ENFP
mecee,663,3500,2,273,1220,16082,2474,False,331.5,1750.0,,
