Quantidade_Retweets,Quantidade_Likes,Quantidade_Publicacoes,MACRO
5.493061443340548,6.952728644624869,1,
4.955827057601261,6.590301048196686,1,
6.359573868672378,8.212025804623437,3,
6.306275286948016,6.293419278846481,1,
8.919453168575453,11.026824973591038,23,NF
10.495238571215703,10.402109007463212,8,NF
7.988882253309227,9.3915780082071,8,NF
7.473069088032197,9.045111892608405,1,
5.420534999272286,6.638567789166521,1,
5.937536205082426,7.353081920515432,1,
5.10594547390058,5.541263545158426,1,
6.059123195581797,7.80994708647679,1,
8.970050661827003,10.43320362298215,19,SP
7.943427767876373,8.325063693631197,5,NT
9.000729834944558,10.664433558660509,9,NF
8.388222810119277,10.313608472180487,5,SP
6.063785208687608,5.926926025970411,1,
4.969813299576001,6.822197390620491,1,
5.916202062607435,7.095893221097532,1,
5.598421958998375,7.252762418053187,1,
4.276666119016055,4.060443010546419,1,
5.517452896464707,5.950642552587727,1,
8.291295851905407,10.290177505317958,4,NF
9.126415137038421,11.097319107785172,33,NF
8.60813018640834,9.757362911053992,11,SP
5.236441962829949,6.907755278982137,1,
6.52795791762255,8.845633256340186,2,
7.537962659768208,9.177507214880942,9,NF
5.318119993844216,5.472270673671475,1,
5.811140992976701,8.504107951867582,2,
7.891330757661889,9.677778212399186,5,NF
5.730099782973574,4.6913478822291435,1,
8.302513718514158,9.93226935396158,12,NF
7.01571242048723,8.967249182852276,5,NF
8.031385330625534,8.084562415235304,3,
4.867534450455582,5.958424693029782,1,
8.14757773620177,9.966931725092662,9,NF
6.9167150203536085,6.968850378341948,2,
8.082402253926244,9.715047314733996,10,NF
7.751045117971802,8.959183074206774,10,NF
5.746203190540153,4.820281565605037,1,
8.441175704992322,10.283634852660002,12,NF
6.1463292576688975,7.198931240688173,1,
5.921578419643816,7.429520842786462,2,
6.313548046277095,8.409162447202533,2,
5.991464547107982,8.302761580704049,2,
5.272999558563747,6.408528791059498,1,
7.723120092266331,7.597897950521784,2,
5.872117789475416,7.273092595999522,1,
6.486160788944089,7.8156105320351905,3,NF
5.176149732573829,6.354370040797351,1,
4.941642422609304,5.62040086571715,1,
7.338888133838879,8.518991573357617,6,NF
7.195187320178709,8.631057447565285,2,
5.5093883366279774,6.92461239604856,1,
8.629271094821588,10.40137990089022,19,NT
5.308267697401205,7.080867896690782,1,
5.62040086571715,5.659482215759621,1,
6.541029999189903,6.98100574072173,3,NT
6.2324480165505225,6.274762021241939,1,
8.850230965588816,10.732388654073693,21,NT
8.339023005744759,8.487352349405215,1,
5.4116460518550396,7.873217054862741,1,
6.952728644624869,8.285261134068948,1,
9.083529205109796,11.072977601837675,22,NF
5.8289456176102075,6.630683385642372,2,
5.056245805348308,5.703782474656201,1,
8.745443680098592,10.674104903862972,26,NT
5.308267697401205,7.416378479192928,1,
7.992944547318106,8.96482339168508,1,
5.214935757608986,6.244166900663736,1,
8.210124405164267,8.341886969516187,2,
5.236441962829949,6.440946540632921,1,
7.976938756959434,9.078179468373843,4,SP
7.313886831633462,6.704414354964107,6,SP
8.37793112408273,8.242756345714477,1,
5.746203190540153,5.802118375377063,1,
6.688354713946762,6.2324480165505225,2,
8.127699852817772,9.98192897884269,6,NF
7.520776415062797,7.531552381407289,1,
5.209486152841421,7.280008252884188,1,
9.77440339912459,11.937748657135423,42,NT
6.543911845564792,5.71042701737487,2,
4.356708826689592,4.143134726391533,1,
5.594711379601839,5.733341276897746,1,
5.746203190540153,5.948034989180646,1,
5.181783550292085,5.308267697401205,1,
7.6487397889562425,8.17526610411206,1,
5.099866427824199,4.8283137373023015,1,
8.853236764745898,10.634989686972537,16,NF
6.826545223556594,7.7354333524996886,3,
6.747586526829315,8.17244681834278,1,
6.340359303727752,6.289715570908998,1,
4.919980925828125,7.43955930913332,1,
5.921578419643816,6.966967138613983,1,
5.384495062789089,6.834108738813838,1,
7.259116128097101,6.858565034791365,2,
7.110696122978827,8.811205187562887,2,
9.712992685053011,9.415971471539095,21,NF
8.414274137408396,8.157370441186774,5,NF
8.154212694914229,7.122866658599083,8,NF
11.404783306350526,11.77816252209149,175,NT
7.3758821482150125,7.254177846456518,4,NT
6.400257445308821,6.840546529288687,1,
5.6131281063880705,7.323830566202317,1,
6.416732282512326,9.001715906761175,2,
6.38856140554563,8.26796230533871,3,
7.760893195851024,7.53955882930103,6,NT
5.272999558563747,6.077642243349034,1,
7.754052639035757,7.506042178518122,5,NT
8.126813720726114,8.445482343862237,2,
8.12740456269308,7.9287663216266955,10,NT
5.575949103146316,6.703188113240863,1,
5.84354441703136,5.834810737062605,1,
7.0587581525186645,8.259716961021523,3,NF
6.111467339502679,7.499423290592229,1,
6.903747257584598,9.07004328643746,1,
6.429719478039138,7.601901959875166,2,
7.4067107301776405,8.976893927666076,3,
8.099857910737585,8.883085524404578,4,NT
5.683579767338681,5.66988092298052,2,
7.498315870766981,7.749322464660356,3,
7.640603826393634,7.6787889981991535,7,NT
9.780698256443507,9.510074525452104,25,NF
6.782192056006791,6.8966943316227125,1,
6.917705609835305,9.698245312357605,1,
6.236369590203704,8.092239406724211,1,
9.970304725573445,11.886899905987022,79,NF
7.199678345691172,6.8966943316227125,1,
7.4821189235521155,9.424079843215099,7,NT
5.7899601708972535,6.739336627357174,1,
8.335191583433202,10.416939723904,12,NT
7.251344983372214,8.480944058741116,4,NF
7.321188556739478,7.1631723908466425,3,
7.528331766707247,9.65617937422262,6,SJ
8.344505083590521,8.429454277108231,1,
5.4680601411351315,6.654152520183219,1,
5.135798437050262,6.436150368369428,1,
5.1647859739235145,7.697121317282625,1,
6.309918278226516,7.193685818395112,1,
6.683360945766275,7.3098814858247865,1,
6.09807428216624,7.051855622955894,1,
6.930494765951626,5.958424693029782,2,
5.293304824724492,7.499423290592229,1,
6.86171134048073,6.617402977974478,2,
5.680172609017068,7.1770187659099,1,
8.433811582477187,8.11162807830774,1,
5.44673737166631,4.700480365792417,1,
6.371611847231857,6.295266001439646,1,
7.024649030453636,6.777646593635117,3,
5.442417710521793,7.10085190894405,1,
5.087596335232384,6.07073772800249,1,
7.176254532017144,6.318968113746434,4,NF
7.354362330421477,9.06647000155648,2,
5.393627546352362,6.726233402358747,1,
5.111987788356544,6.899723107284872,1,
7.822044008185619,10.1095256359474,7,SP
8.685246776412487,10.527686503469802,17,SJ
5.3706380281276624,7.794411205726601,1,
5.8998973535824915,7.3632795869630385,2,
6.54965074223381,7.576097340623111,3,
6.180016653652572,5.988961416889864,1,
6.812345094177479,7.799753318287247,3,
7.4770384723196965,8.382747094863314,3,NF
8.994668835500674,10.806186330890815,19,NF
6.154858094016418,7.624130585661289,2,
5.111987788356544,5.8289456176102075,1,
5.2832037287379885,7.642044402873258,1,
5.934894195619588,5.43372200355424,1,
5.720311776607412,5.726847747587197,1,
10.198616825622958,11.949495105629417,49,NT
6.338594078203183,6.508769136971682,1,
12.86628074212824,14.767618525419426,712,NT
8.314832179284556,10.307217823350577,17,NT
13.342624378158698,15.246789039927185,531,NT
9.273690687476945,8.932344569113823,27,NF
7.779048644925556,7.587310506022615,3,
8.441607204459642,8.135639903354386,9,SP
8.464635940677562,7.818832443803404,9,SP
10.497835975273388,12.355298360459864,100,NT
7.564238475170491,9.696463383101802,6,NT
8.787830829258759,8.6628507638386,4,NT
9.592468614719909,9.175541866433488,14,NF
7.397561535524052,7.475339236566737,2,
5.521460917862246,7.543273346705446,1,
5.303304908059076,7.174724309836376,1,
4.997212273764115,6.520621127558696,1,
5.247024072160486,6.650279048587422,1,
6.320768294250582,6.651571873589727,1,
8.07558263667172,9.776165413960777,11,NF
5.916202062607435,7.15305163493748,2,
5.921578419643816,7.935229539816907,2,
6.587550014824796,7.198931240688173,3,
8.714567550836485,8.496378051702317,12,NF
8.569595870209286,8.68609172787805,2,
5.225746673713202,4.9344739331306915,1,
5.493061443340548,5.541263545158426,1,
10.310518101368999,9.745604917619191,18,NF
8.483843211734683,9.54029139160713,7,SJ
4.962844630259907,7.335633981927201,1,
8.327242607457793,7.6787889981991535,7,SP
6.26530121273771,7.6624678152002375,1,
6.745236349484363,11.128027397802029,1,NT
6.472346294500901,7.5443321080536885,1,
5.293304824724492,6.343880434126331,1,
9.730205020392843,12.02710146993584,36,NF
8.297543529356284,8.697178688412643,9,NF
6.025865973825314,5.2574953720277815,1,
9.16303909885817,11.283776416704102,22,NF
6.634633357861686,6.621405651764134,2,
6.214608098422191,8.195609567288775,1,
7.562681246721884,10.050095572172218,8,SP
9.188094763028863,10.844841560003951,9,NF
8.425516402844334,10.50949607527931,2,
8.212025804623437,10.075927109475632,9,NF
8.443977129084978,11.176221201432853,12,NT
5.572154032177765,8.016647877057803,1,
8.753371421000903,8.309922989258318,7,NT
5.303304908059076,6.4457198193855785,1,
8.70167907103957,10.67266941937207,19,NF
9.723403490682365,12.368489069774464,29,NT
5.204006687076795,6.934397209928558,1,
7.153833801578843,7.164720378771857,1,
5.272999558563747,4.718498871295094,1,
8.725020038618554,11.104084665622148,16,NT
6.76849321164863,6.950814768442584,2,
6.880384082186005,9.616405300156314,3,
8.759825595314295,10.438605708871151,8,NF
6.763884908562435,8.590257762273243,3,NT
7.394493107219038,7.142036574706803,1,
6.646390514847729,8.645058562414134,3,
8.60337088765729,8.173857454773621,2,
6.248042874508429,6.126869184114185,1,
8.824824939175638,10.745636465529921,16,NF
10.03718768092397,9.334149657702469,22,SP
8.572060092857077,10.791687404243758,10,SJ
5.225746673713202,2.833213344056216,2,
8.281470857895167,10.079707197138614,10,NF
6.70808408385307,7.958227192322312,1,
5.147494476813453,7.261225091971921,1,
8.166500319155052,9.661352295040318,10,NF
6.169610732491456,8.213110697596676,2,
6.6240652277998935,6.597145701886651,1,
7.488852955733459,9.659949949068531,6,NF
7.86403565907245,8.619388703730907,7,NF
6.709304340258298,6.796823718274855,2,
5.017279836814924,6.22455842927536,1,
6.0844994130751715,6.100318952020064,1,
7.691656822810547,9.878118461185586,3,
12.00595568561708,14.17450860141657,17,NT
7.983440063006542,8.935640333747571,1,
5.8664680569332965,7.825644732219989,1,
7.04141166379481,8.809862805379057,3,
5.14166355650266,5.332718793265369,1,
10.752826186270983,12.949941457109299,124,NF
6.202535517187923,6.529418838262226,1,
9.5569750810205,11.63608955231983,3,
9.874264693859224,9.869258360985468,6,NF
5.455321115357702,5.638354669333745,3,
5.484796933490655,5.683579767338681,2,
5.0369526024136295,4.634728988229636,1,
6.3818160174060985,6.731018100482083,5,NF
5.4510384535657,8.52615293278771,1,
6.961296045910167,6.5638555265321274,1,
6.715383386334681,6.915723448631314,1,
4.02535169073515,5.0369526024136295,1,
7.933438387627489,10.550014712460847,2,
6.85751406254539,8.175829008714597,2,
5.7899601708972535,7.822444729489319,1,
5.5093883366279774,7.753194269884341,1,
5.303304908059076,7.266128779556451,1,
5.5134287461649825,4.700480365792417,1,
3.9889840465642745,4.1588830833596715,1,
9.19593714166544,8.793915423631676,4,NT
5.75890177387728,6.0867747269123065,3,
7.6487397889562425,9.99053642882265,4,NF
7.45182223652793,9.536329278582551,7,NF
5.003946305945459,8.286773231131251,1,
9.701554950093058,11.656878611963855,11,NF
4.74493212836325,5.955837369464831,1,
7.24422751560335,9.035867930125628,3,
5.840641657373398,6.957497370876951,1,
9.563458999712138,10.8539284718402,37,NF
7.1785454837637,8.048468743668883,3,
5.209486152841421,6.917705609835305,1,
5.135798437050262,6.602587892189336,1,
6.580639137284949,8.694167141883597,2,
7.170888478512505,8.759511722116487,3,
6.782192056006791,6.324358962381311,2,
5.0106352940962555,6.2766434893416445,1,
5.493061443340548,7.005789019253503,1,
7.132497551660044,9.032050676295599,2,
5.220355825078324,7.074116816197362,1,
6.946975992135418,7.247080584585756,5,SP
9.626217750431657,9.144734614878189,23,NF
5.459585514144159,7.232010331664759,1,
6.148468295917647,8.132412674500905,1,
7.559038255443384,7.722234744709607,2,
4.718498871295094,5.0369526024136295,1,
8.045908742270779,10.095553148279476,9,SJ
6.159095388491933,8.90720619496548,1,
8.047829357457841,10.181346536039147,1,
5.537334267018537,7.844632644464681,1,
7.10085190894405,9.202711344811691,1,
7.913886714856082,7.829630389150193,2,
5.476463551931511,7.629975707027789,1,
9.206332350578643,8.926517509850122,22,SJ
4.477336814478207,6.5337888379333435,1,
6.813444599510896,8.411832675758411,2,
5.8377304471659395,7.4360278163518485,1,
5.407171771460119,6.502790045915623,1,
7.791109510610028,9.271153211372695,3,
5.783825182329737,7.590346945602565,1,
7.6760099320288875,7.3098814858247865,1,
6.499787040655854,5.968707559985366,1,
7.613818684808629,9.125109227613523,6,NF
7.395107546562485,9.144414221860016,3,
5.19295685089021,7.736307096548285,1,
7.220373836723949,6.7357800142423265,2,
5.8664680569332965,7.384610383176974,2,
7.068172000388042,8.849083518532339,6,NT
8.224163512637862,10.414363175052161,11,NF
6.423246963533519,6.739336627357174,1,
5.872117789475416,6.996681488176539,2,
7.647786045440933,8.825706773447951,2,
5.262690188904886,6.844815479208263,1,
6.579251212010101,8.517393171418904,3,
5.5909869805108565,6.90875477931522,1,
7.822444729489319,7.253470382684528,1,
7.500529485395295,8.862766742283796,4,NF
5.14166355650266,7.037905963447182,1,
6.695798917058491,6.616065185132817,1,
7.402451520818244,6.956545443151569,2,
6.261491684321042,6.315358001522335,1,
5.442417710521793,6.302618975744905,3,
8.08301991917133,9.493261127326253,8,NF
7.531552381407289,7.937017489515454,1,
8.035278911144667,7.639161171659173,1,
7.004881989712859,6.811244378601294,1,
8.906528917594517,8.588955557643128,4,NF
7.390798521735676,9.128370809108931,6,NT
5.575949103146316,6.728628613084702,2,
5.811140992976701,7.611842399580417,1,
8.119993827725105,6.161207321695077,2,
6.928537818164665,7.508787170634276,3,
9.943092807128487,9.58932460283475,6,NF
6.059123195581797,5.986452005284438,1,
6.023447592961033,7.402451520818244,2,
5.805134968916488,6.872128101338986,1,
8.400884069015854,10.508076706114283,7,NF
6.077642243349034,7.163946684342547,1,
5.918893854273146,5.983936280687191,1,
9.099297073182859,8.616314282284044,15,SP
3.912023005428146,3.5263605246161616,1,
4.844187086458591,4.912654885736052,1,
6.1070228877422545,6.3578422665081,2,
4.430816798843313,4.356708826689592,1,
11.917817075326656,11.341258941163606,120,NT
5.389071729816501,7.5740450053721995,1,
5.755742213586912,7.179307969504034,1,
12.978257413414779,14.984146919581635,928,NT
7.036148493750536,8.685922794690725,4,
6.670766320845874,6.436150368369428,1,
7.462214939768189,8.774312958285378,1,
5.568344503761097,6.852242569051878,1,
5.645446897643238,7.983098940710892,1,
6.251903883165888,7.711548979629146,1,
9.119211438565081,10.762996270311298,21,NT
11.628893521214161,11.092169038293106,37,NF
5.8664680569332965,8.146709052203319,2,
6.1463292576688975,7.1252830915107115,1,
6.0014148779611505,7.160845906664299,1,
6.79346613258001,6.84587987526405,5,
7.789868559054706,9.102755161296246,4,NT
5.768320995793772,8.068089626278244,1,
6.553933404025811,7.300472814267799,1,
10.476301573636187,11.995660208569694,30,SJ
7.744569809354496,9.470702633773001,1,
6.848005274576363,8.880307358983872,4,
9.272281773516365,11.279504279244884,37,NF
8.501267040865978,10.835277547857206,12,NT
11.028806684032801,11.025425666507735,49,NT
8.537975730598767,10.23598762483351,11,NF
6.418364935936212,8.510168576479273,1,
5.986452005284438,4.465908118654584,1,
8.341171747170762,10.818877879167118,7,NF
6.459904454377535,7.67786350067821,1,
7.2115567333138015,9.103868127465667,5,NF
6.298949246855942,7.563200592358071,1,
5.455321115357702,7.977968093128549,1,
6.089044875446846,7.615791072035833,2,
7.773173680482536,9.939095980003495,5,SJ
7.307872780763706,9.170351363759819,6,NT
5.337538079701318,8.555836815008442,1,
6.045005314036012,7.38770923908104,2,
6.588926477533519,8.555836815008442,3,
5.948034989180646,5.916202062607435,1,
6.29156913955832,8.15708378502887,2,
7.62608275807238,9.393994374003915,3,
6.20455776256869,7.570443252057374,1,
7.046647277848756,9.28859686994195,4,SP
7.0587581525186645,9.0595174822416,3,
6.298949246855942,7.752764808851328,1,
6.77078942390898,6.056784013228625,1,
6.257667587882639,6.226536669287466,6,
6.131226489483141,7.162397497355718,1,
6.028278520230698,8.189799618728228,1,
9.0410929746695,11.598690231931021,10,NF
8.483429561263428,10.589106466675283,15,NF
6.92951677076365,7.706162970199576,2,
7.751475318021456,8.708804795117285,5,NT
5.420534999272286,6.895682697747868,1,
4.919980925828125,6.306275286948016,1,
6.0867747269123065,8.076515327552329,2,
6.220590170099739,7.850882664809852,2,
4.948759890378168,6.6240652277998935,1,
9.593218981411551,11.698608033896361,13,NF
7.723120092266331,9.60871372627059,3,
7.134093721192866,8.310169021981912,2,
8.134760782418645,10.347435922459987,4,NF
5.5254529391317835,7.103322062526113,1,
7.027314514039777,8.011355109161286,2,
7.515344571180436,8.976893927666076,4,
5.356586274672012,6.9957661563048505,1,
5.616771097666572,6.961296045910167,1,
5.717027701406222,7.244941546337007,1,
12.208838816150132,12.324983933359526,20,SP
5.429345628954441,5.424950017481403,1,
6.688354713946762,8.906393407058367,4,NT
6.030685260261263,7.4815557019095165,1,
8.366602832783736,10.233366673687698,19,NT
9.945013299364627,8.152774052744075,1,
10.242456669355928,11.627984794705016,42,NT
5.541263545158426,8.159660737063376,1,
6.226536669287466,8.391403185357937,1,
5.883322388488279,9.077037524661762,1,
8.971067438732089,9.190953658175992,10,NT
5.3612921657094255,5.375278407684165,1,
5.19295685089021,6.054439346269371,1,
6.904750769961838,6.616065185132817,1,
7.037905963447182,8.792549614177382,2,
9.021477467138807,11.68450621189812,18,NF
5.117993812416755,5.905361848054571,1,
6.19644412779452,8.067462667010057,2,
7.796469243086058,9.08398318309966,6,NF
8.339261982923576,10.742119399838055,13,SP
7.247792581767846,7.850882664809852,1,
8.48528964240323,10.038411724792649,13,SP
